Channel Name,X,Y,Xc,Yc,Height,Area,Width,Phi,Ax,BG,I,Frame,Length,Link,Valid,Z,Zc,Photons,Lateral Localization Accuracy,Xw,Yw,Xwc,Ywc
405/647,10833.4,16513.7,10929.5,16596.4,7617.45605,52519.94141,335.21033,-49.92456,1.00163,2585.81812,54461.91406,35354,1,-1,-4,0,0,891.09009,8.75608,10833.4,16513.7,10929.5,16596.4
405/647,10830.9,16503.1,10943.1,16596.2,5474.68994,35224.82813,323.82092,-45.66917,1.00328,2763.43433,39915.71875,43120,1,-1,-3,0,0,597.64909,11.6568,10830.9,16503.1,10943.1,16596.2
405/647,10850.2,16507.5,10960.5,16597.3,19303.24414,174946.4531,384.32413,84.85496,1.13038,2806.27588,182350.4844,43473,1,-1,5,0,0,2968.26399,4.51485,10850.2,16507.5,10960.5,16597.3
405/647,10834.8,16506.9,10961.1,16595.4,3251.02661,19567.5293,313.19727,-83.56561,1.12121,2562.69116,24102.13281,46831,1,-1,10,0,0,331.9964,17.68878,10834.8,16506.9,10961.1,16595.4
405/647,10836.6,16554.8,10904.6,16613.4,6839.94092,32974.61328,280.30051,-40.83961,1.02156,2696.34521,36097.07813,25500,1,-1,-4,0,0,559.47037,9.70614,10836.6,16554.8,10904.6,16613.4
405/647,10800.9,16535.2,10896.9,16617.9,9224.75,55260.60547,312.45734,-59.80273,1.12055,2845.56396,59226.35938,35355,1,-1,6,0,0,937.59011,7.77085,10800.9,16535.2,10896.9,16617.9
405/647,10882.4,16511,10992.7,16600.8,16519.51758,132522.7969,361.58203,68.83445,1.23547,3073.79395,137746.0938,43476,1,-1,5,0,0,2248.47454,5.12746,10882.4,16511,10992.7,16600.8
405/647,10917.8,16517.5,11028.2,16607.3,6955.84033,66535.09375,394.8306,76.79108,1.23701,2683.22607,69355.92188,43477,1,-1,6,0,0,1128.88098,9.46645,10917.8,16517.5,11028.2,16607.3
405/647,10986.5,16546.2,11054,16611.5,12176.5625,114766.5,391.92725,-59.49167,1.29582,2870.51465,116187.7813,27220,1,-1,5,0,0,1947.20878,6.2761,10986.5,16546.2,11054,16611.5
405/647,11031.7,16564.2,11088.7,16612.5,3253.27515,22635.53711,336.74042,-51.07568,1.04033,2718.46533,26164.20313,20218,1,-1,-3,0,0,384.05037,18.04907,11031.7,16564.2,11088.7,16612.5
405/647,11047.1,16574.6,11090.1,16611.8,5424.55566,31105.6582,305.70169,-1.13045,1.03989,3768.70654,35740.375,16241,1,-1,5,0,0,527.76037,13.08336,11047.1,16574.6,11090.1,16611.8
405/647,11026.9,16567,11082.9,16612.7,4265.4707,26389.90234,317.53796,84.03821,1.11501,2868.90112,29216.84375,20131,1,-1,-4,0,0,447.74956,14.57149,11026.9,16567,11082.9,16612.7
405/647,11068.8,16582.7,11099.4,16613.7,3167.02881,19263.86719,314.85165,-63.13377,1.24739,3704.88965,21608.40625,13118,1,-1,6,0,0,326.84426,20.89734,11068.8,16582.7,11099.4,16613.7
405/647,11043.4,16583.2,11090.5,16617,7283.28516,49474.16406,332.72528,19.45896,1.04159,3464.72412,52391.51563,16994,1,-1,-3,0,0,839.4133,9.90808,11043.4,16583.2,11090.5,16617
405/647,11069.7,16579.1,11126.2,16615.9,4654.48291,36188.02344,355.96469,64.33344,1.00346,3301.61865,40142.6875,17932,1,-1,-2,0,0,613.99134,14.18681,11069.7,16579.1,11126.2,16615.9
405/647,10999.5,16552.7,11083.7,16617,4414.21924,27919.58789,321.06116,89.47192,1.19559,2928.74731,31325.375,31382,1,-1,6,0,0,473.70327,14.25109,10999.5,16552.7,11083.7,16617
405/647,11085.3,16582.4,11132.3,16616.4,6991.23633,51433.35547,346.26266,41.61797,1.18115,3162.73413,54400.03125,16990,1,-1,5,0,0,872.65431,9.94322,11085.3,16582.4,11132.3,16616.4
405/647,10829.7,16661.8,10892.3,16718.8,3214.9895,13215.69238,258.83047,-60.28195,1.01394,2650.56006,17604.55469,24065,1,-1,-6,0,0,224.22669,18.17163,10829.7,16661.8,10892.3,16718.8
405/647,10880.4,16631.5,10910.3,16662.6,9219.11133,79267.55469,374.33759,-42.23016,1.15052,3758.61816,84371.70313,15023,1,-1,-5,0,0,1344.90882,8.37005,10880.4,16631.5,10910.3,16662.6
405/647,10822.7,16558.4,10918.7,16641.1,6496.44531,36402.71094,302.19635,63.15039,1.10375,2767.17358,38776.5,35356,1,-1,5,0,0,617.63388,10.16452,10822.7,16558.4,10918.7,16641.1
405/647,10900.1,16641.3,10930,16672.3,10495.95508,69298.375,328.02789,-19.84867,1.12257,4002.8457,75347.5625,15022,1,-1,5,0,0,1175.76474,7.71687,10900.1,16641.3,10930,16672.3
405/647,10883.9,16638.4,10912.7,16680.3,4501.79492,13354.26465,219.87578,25.38544,1.01815,3919.96411,14402.76563,13524,1,-1,-2,0,0,226.5778,15.7579,10883.9,16638.4,10912.7,16680.3
405/647,10897.3,16644.5,10927.2,16675.5,4783.7124,42724.30859,381.51816,-77.35538,1.07942,3675.4292,43276.96875,15020,1,-1,-2,0,0,724.89053,14.39508,10897.3,16644.5,10927.2,16675.5
405/647,10827.9,16646.7,10915.9,16713.4,5201.65088,33727.49609,325.07358,-88.26579,1.00135,2590.49365,37268.8125,31189,1,-1,-3,0,0,572.24431,11.90543,10827.9,16646.7,10915.9,16713.4
405/647,10855.6,16645.6,10927.8,16719.2,5585.18896,34008.47656,315.01764,2.74527,1.04115,2721.60303,37127.45313,29901,1,-1,-4,0,0,577.01162,11.41881,10855.6,16645.6,10927.8,16719.2
405/647,10900.9,16684,10931.5,16726,5875.27588,26165.24609,269.40677,53.03109,1.00618,4245.71826,34242.8125,13477,1,-1,-3,0,0,443.93788,12.79336,10900.9,16684,10931.5,16726
405/647,10851.9,16682.4,10908.9,16737.7,4119.69189,28144.57227,333.67612,0,1.24344,3221.63574,34099.84375,22353,1,-1,10,0,0,477.52051,15.64786,10851.9,16682.4,10908.9,16737.7
405/647,10904.4,16704.7,10932.8,16734.2,3836.75317,24600.06445,323.25589,1.18719,1.05918,3271.57104,29018.01563,14864,1,-1,5,0,0,417.38191,16.76007,10904.4,16704.7,10932.8,16734.2
405/647,10873.6,16649.8,10933.4,16710.6,6738.4502,28548.55469,262.76788,-52.15236,1.02677,2986.85718,33956,22090,1,-1,-2,0,0,484.37476,10.15602,10873.6,16649.8,10933.4,16710.6
405/647,10909.1,16679.4,10934.4,16719.1,4828.47412,24855.67383,289.64633,-56.69547,1.21855,3790.3772,27830.51563,13761,1,-1,6,0,0,421.71876,14.5174,10909.1,16679.4,10934.4,16719.1
405/647,10888.2,16697.1,10934.5,16731.8,4153.23779,29219.88477,338.6149,-63.63136,1.0486,3075.32642,32415,16969,1,-1,-2,0,0,495.76502,15.26938,10888.2,16697.1,10934.5,16731.8
405/647,10845.3,16647.9,10933.6,16733.4,4681.32227,31669.82422,332.04639,53.21083,1.04781,2291.35303,35287.70313,37649,1,-1,-4,0,0,537.33241,12.47277,10845.3,16647.9,10933.6,16733.4
405/647,10924.3,16727.6,10923.1,16739.9,8735.27637,62537.89844,341.58087,-7.80664,1.06767,3221.7605,65005.73438,5878,1,-1,5,0,0,1061.06176,8.36691,10924.3,16727.6,10923.1,16739.9
405/647,10861.6,16663.4,10934.8,16732.3,4270.84521,33853.39453,359.42181,-71.69924,1.04465,2766.99438,37200.28125,28209,1,-1,-4,0,0,574.38039,14.33411,10861.6,16663.4,10934.8,16732.3
405/647,10940.6,16677.5,10939.7,16689.3,3171.14063,17293.58398,298.12265,-48.99867,1.29139,3021.19434,21190.48438,4634,1,-1,10,0,0,293.41505,19.26667,10940.6,16677.5,10939.7,16689.3
405/647,10845.6,16558.1,10941.6,16640.8,3162.30396,19603.17578,317.84958,90,1.14971,2452.68384,22658.49219,35359,1,-1,8,0,0,332.6012,17.82234,10845.6,16558.1,10941.6,16640.8
405/647,10913.9,16647.5,10935.3,16696,4720.77148,23278.87695,283.48804,12.68361,1.01807,3697.20654,26527.875,12521,1,-1,-3,0,0,394.96572,14.67717,10913.9,16647.5,10935.3,16696
405/647,10819.8,16626.5,10936.1,16711.9,3633.93994,29362.13281,362.88177,68.0405,1.14708,2895.25806,30753.35938,44975,1,-1,-5,0,0,498.1785,16.75377,10819.8,16626.5,10936.1,16711.9
405/647,10827.5,16623.8,10938.6,16715.9,4891.96045,26756.82617,298.56305,61.88683,1.23502,2497.53613,29728.72656,48429,1,-1,7,0,0,453.97504,12.40579,10827.5,16623.8,10938.6,16715.9
405/647,10849.2,16651.9,10937.3,16718.7,5279.25928,38506.21484,344.77768,60.46604,1.07185,2405.51782,42893.625,31190,1,-1,5,0,0,653.3234,11.46955,10849.2,16651.9,10937.3,16718.7
405/647,10874.2,16681.3,10936.7,16738.2,3652.76709,27180.20898,348.23758,10.61792,1.03205,2690.60913,30278.15625,24066,1,-1,-3,0,0,461.15845,16.2424,10874.2,16681.3,10936.7,16738.2
