0,2,8
4,1,7
8,2,6
12,4,9
16,12,26
20,18,34
24,22,46
28,31,55
32,34,67
36,55,84
40,52,92
44,52,78
48,45,79
52,36,58
56,39,64
60,38,57
64,33,53
68,29,56
72,34,61
76,44,72
80,45,77
84,33,59
88,28,56
92,39,52
96,27,56
100,36,64
104,46,72
108,31,56
112,47,79
116,46,75
120,40,71
124,40,59
128,31,49
132,35,56
136,28,54
140,34,64
144,42,65
148,41,69
152,37,56
156,38,76
160,30,52
164,40,67
168,38,60
172,36,61
176,33,60
180,0,0
