Channel Name,X,Y,Xc,Yc,Height,Area,Width,Phi,Ax,BG,I,Frame,Length,Link,Valid,Z,Zc,Photons,Lateral Localization Accuracy,Xw,Yw,Xwc,Ywc
405/647,20606.6,14288.6,20665.4,14365.9,10744.10547,60968.23828,304.10736,-46.82773,1.15221,3451.00635,63144.6875,5866,1,-1,5,0,0,1034.42981,7.28643,20606.6,14288.6,20665.4,14365.9
405/647,20665.8,14153.6,20650.5,14376.4,9223.94043,56173.625,315.04181,-37.22188,1.17557,3135.45825,58610.54688,16011,1,-1,5,0,0,953.08104,7.97657,20665.8,14153.6,20650.5,14376.4
405/647,20657.8,14167.5,20639.2,14394,2082.63696,16228.22266,356.35999,-6.64474,1.05764,2749.1272,18868.76563,16152,1,-1,7,0,0,275.33939,27.03855,20657.8,14167.5,20639.2,14394
405/647,20758,14061.5,20641.1,14377.3,2946.72144,11374.71582,250.81931,-38.02722,1.25719,2949.6167,13516.78125,20775,1,-1,7,0,0,192.99139,20.45527,20758,14061.5,20641.1,14377.3
405/647,20658.3,14158.4,20642.8,14381.4,7980.75195,56400.69531,339.37552,-75.88152,1.07732,2911.95215,58250.34375,16020,1,-1,-4,0,0,956.93368,8.72798,20658.3,14158.4,20642.8,14381.4
405/647,20641.6,14156.2,20643.9,14378.1,4527.98193,19746.70117,266.59692,31.56567,1.16202,3241.15771,23248.26563,13331,1,-1,5,0,0,335.03635,14.52769,20641.6,14156.2,20643.9,14378.1
405/647,20678.4,14128.5,20647.5,14385.7,2882.72754,9193.05176,227.97556,-58.16247,1.14698,2907.89697,12407.04688,17173,1,-1,5,0,0,155.97575,20.80055,20678.4,14128.5,20647.5,14385.7
405/647,20671.5,14165.2,20656,14388.2,7306.85107,38425.375,292.75488,6.62622,1.29667,3157.71924,40938.75,16019,1,-1,6,0,0,651.95181,9.63715,20671.5,14165.2,20656,14388.2
405/647,20677,14162.5,20658.6,14388.8,4573.93408,22636.58984,284.00159,10.10446,1.22414,2861.21753,24824.34375,16144,1,-1,5,0,0,384.06823,13.75698,20677,14162.5,20658.6,14388.8
405/647,20681.4,14160.8,20666,14383.7,8402.04199,51484.34766,316.01334,-15.35719,1.297,3100.99683,54122.15625,16014,1,-1,6,0,0,873.51948,8.55352,20681.4,14160.8,20666,14383.7
405/647,20591.4,14322.4,20652,14395.2,4103.09912,22698.59766,300.26434,-0.00005,1.07098,2963.86255,26181.73438,5650,1,-1,5,0,0,385.1203,15.26273,20591.4,14322.4,20652,14395.2
405/647,20689.4,14148.3,20648.3,14422.5,3406.72778,22258.95703,326.32016,0,1.01178,2995.46826,26414.0625,18404,1,-1,7,0,0,377.66105,17.99268,20689.4,14148.3,20648.3,14422.5
405/647,20614.1,14241.2,20651.1,14396.4,2705.5835,17499.09961,324.6666,-32.86111,1.05832,2783.68286,20930.54688,9840,1,-1,-4,0,0,296.90197,21.46491,20614.1,14241.2,20651.1,14396.4
405/647,20699.6,14146.4,20663.6,14416.7,3871.09375,20946.83203,296.96317,-0.94117,1.0015,3231.00098,23756.95313,17847,1,-1,-4,0,0,355.39862,16.5793,20699.6,14146.4,20663.6,14416.7
405/647,20627.4,14269.4,20664.5,14424.6,3874.87988,20384.4082,292.80612,40.07967,1.01697,2876.07349,24731.40625,9841,1,-1,-3,0,0,345.85614,15.87127,20627.4,14269.4,20664.5,14424.6
405/647,20681.6,14137.7,20666.3,14360.5,10994.1709,64500.99609,309.21616,54.81953,1.04753,3022.13159,67574.54688,16012,1,-1,5,0,0,1094.36905,6.9121,20681.6,14137.7,20666.3,14360.5
405/647,20608.5,14237.8,20667.3,14315.1,3876.87549,20720.32031,295.13284,25.49852,1.04329,3014.30273,24408.17188,5863,1,-1,-4,0,0,351.55546,16.13688,20608.5,14237.8,20667.3,14315.1
405/647,20774,13997.2,20667.5,14296.1,5115.68262,30645.76172,312.45944,21.42252,1.15833,3191.70166,33667.625,20549,1,-1,9,0,0,519.95745,12.96307,20774,13997.2,20667.5,14296.1
405/647,20797.6,13931,20674.3,14282.3,3874.06006,17531.52148,271.57315,60.24817,1.20882,2892.57886,20117.64063,21932,1,-1,-2,0,0,297.45207,15.93885,20797.6,13931,20674.3,14282.3
405/647,20709.5,14038.3,20669.8,14311.5,2953.76587,16560.90039,302.28333,59.70161,1.04001,3031.34204,18480.23438,18260,1,-1,-2,0,0,280.98383,20.5474,20709.5,14038.3,20669.8,14311.5
405/647,20612,14266.2,20670.7,14343.7,5947.84326,36604.60547,316.7002,64.82539,1.15586,3029.98413,40174.78125,5875,1,-1,5,0,0,621.05936,11.22375,20612,14266.2,20670.7,14343.7
405/647,20613,14263.6,20671.7,14341.1,8447.02148,56223.3125,329.35678,40.81134,1.13364,3033.67358,58928,5878,1,-1,5,0,0,953.92408,8.45293,20613,14263.6,20671.7,14341.1
405/647,20640.4,14178.7,20674.1,14315.6,5137.02344,30292.91797,310.00952,-12.83981,1.13155,3202.8103,33543.29688,9067,1,-1,-4,0,0,513.97085,12.93552,20640.4,14178.7,20674.1,14315.6
405/647,20612.4,14265.5,20673,14338.3,4058.27783,27325.63086,331.26416,84.93445,1.07601,2991.62329,29998.45313,5655,1,-1,-3,0,0,463.62578,15.42813,20612.4,14265.5,20673,14338.3
405/647,20706.1,14068.9,20675.2,14326.1,3341.34863,17881.41797,295.32507,87.87579,1.10905,3019.69922,19852.73438,17171,1,-1,6,0,0,303.38865,18.3947,20706.1,14068.9,20675.2,14326.1
405/647,20640.4,14198.7,20673.9,14336.1,3212.0708,28290.11719,378.86548,64.22038,1.28143,3207.62524,30753.35938,9092,1,-1,8,0,0,479.98993,19.42805,20640.4,14198.7,20673.9,14336.1
405/647,20706.9,14055.9,20675.9,14313.4,2826.07886,12811.58984,271.81262,46.83936,1.0522,3016.17017,14335.65625,17179,1,-1,-3,0,0,217.3704,21.37913,20706.9,14055.9,20675.9,14313.4
405/647,20610.3,14274.7,20670.9,14347.5,3557.47925,17301.49414,281.534,19.28954,1.07422,3103.81763,19033.9375,5651,1,-1,7,0,0,293.54926,17.60799,20610.3,14274.7,20670.9,14347.5
405/647,20703.2,14057,20672.9,14349.4,4526.6543,21226.00195,276.44305,55.31277,1.11001,3167.25439,25000.53125,19215,1,-1,-4,0,0,360.13521,14.39635,20703.2,14057,20672.9,14349.4
405/647,20687,14125.2,20668,14352.1,2998.01855,20730.75977,335.69949,-75.21428,1.27457,2940.67065,23420.14063,16168,1,-1,-4,0,0,351.73258,20.0006,20687,14125.2,20668,14352.1
405/647,20699.4,14063.2,20669.2,14355.7,4280.44092,24570.45703,305.85992,22.18134,1.02811,3109.20776,27302.8125,19220,1,-1,-5,0,0,416.87957,14.96695,20699.4,14063.2,20669.2,14355.7
405/647,20687.8,14129.6,20669.4,14355.9,2804.56567,15151.27637,296.72357,-70.31567,1.03032,2863.68188,17940.59375,16143,1,-1,5,0,0,257.06716,21.05195,20687.8,14129.6,20669.4,14355.9
405/647,20686.1,14130.2,20670.6,14353.3,4393.39014,18586.77148,262.58041,-14.08478,1.14087,2998.35229,20836.73438,16022,1,-1,7,0,0,315.35618,14.50664,20686.1,14130.2,20670.6,14353.3
405/647,20688.3,14142,20672.6,14365.3,7079.69287,36065.80469,288.13821,15.38152,1.06049,3189.76929,37951.3125,16031,1,-1,-5,0,0,611.91769,9.9225,20688.3,14142,20672.6,14365.3
405/647,20608.7,14356.6,20668,14419.1,4493.20703,20469.41406,272.48004,50.41453,1.08795,3308.40552,23863.125,4908,1,-1,7,0,0,347.29841,14.72384,20608.7,14356.6,20668,14419.1
