"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
3794,32515.4,7070.5,162.8,612,432,12.2,12.37,1
43594,32625.6,7049.4,175.4,185,427,12.2,41.51,1
43600,32715.2,7053.9,150.4,172,422,12.2,33.05,1
41149,32621.7,7057.3,121.0,117,419,12.2,31.77,1
8405,32732.2,7057.3,101.8,118,434,12.2,23.29,1
33252,32529.9,7063.7,132.7,676,441,12.2,12.12,3
39119,32522.3,7064.4,116.3,108,409,12.2,31.49,1
31012,32532.5,7065.9,134.7,600,423,12.2,13.63,3
45226,32668.1,7063.0,141.2,133,437,12.2,38.02,1
3791,32523.9,7070.7,130.9,562,440,12.2,11.89,2
33250,32539.2,7072.6,153.1,444,424,12.2,14.57,1
43175,32674.7,7074.7,145.6,192,445,12.2,28.76,1
28342,32785.5,7074.0,167.8,395,429,12.2,19.05,1
19025,32855.6,7070.9,130.5,133,443,12.2,32.99,1
9164,32489.8,7080.7,135.7,238,423,12.2,20.42,1
9167,32473.4,7083.4,117.6,517,438,12.2,12.41,3
20062,32497.4,7084.7,108.0,157,439,12.2,20.14,1
20072,32453.4,7085.7,165.9,210,440,12.2,33.62,1
29229,32433.0,7087.2,130.4,143,424,12.2,30.35,1
45955,32470.0,7098.8,184.7,283,409,12.2,30.05,1
29193,32483.4,7093.0,145.1,138,407,12.2,37.54,1
49119,32496.5,7088.4,156.9,462,428,12.2,19.39,2
48713,32498.7,7090.1,146.6,178,432,12.2,30.97,1
31020,32503.6,7085.7,124.8,232,427,12.2,18.12,1
46229,32523.1,7085.2,161.3,250,418,12.2,26.62,1
36572,32668.7,7076.7,158.8,176,420,12.2,35.91,1
31010,32564.7,7077.0,121.3,125,437,12.2,30.46,1
43423,32512.7,7089.4,156.4,1522,422,12.2,9.42,5
35555,32751.0,7095.9,154.6,154,425,12.2,38.93,1
28325,32781.6,7091.3,101.2,150,425,12.2,24.55,2
43436,32526.1,7096.0,131.7,252,454,12.2,18.97,1
37928,32528.6,7096.3,122.4,283,427,12.2,19.30,2
44084,32532.7,7098.6,135.4,451,432,12.2,15.25,2
28310,32776.1,7098.8,154.4,235,434,12.2,26.37,1
35553,32770.5,7098.9,120.3,117,430,12.2,31.72,1
43438,32497.6,7100.0,137.9,326,427,12.2,15.99,1
44088,32517.0,7101.3,129.0,472,426,12.2,13.34,2
32429,32770.6,7102.1,138.9,125,422,12.2,38.66,1
29174,32455.0,7110.4,135.1,246,418,12.2,26.20,2
9178,32457.8,7104.4,157.2,244,427,12.2,26.16,1
4006,32490.4,7112.5,147.2,255,457,12.2,22.93,1
7970,32472.7,7116.2,150.8,200,427,12.2,29.12,1
49117,32472.9,7118.8,128.3,124,415,12.2,33.25,1
28581,32480.1,7117.1,116.7,116,423,12.2,30.03,1
9173,32495.4,7120.5,142.6,268,436,12.2,20.32,1
22308,32486.0,7123.9,119.3,124,441,12.2,29.90,1
14613,32456.2,7138.3,110.5,150,448,12.2,22.03,1
9155,32470.9,7141.6,146.6,541,416,12.2,14.70,2
5416,32488.6,7151.0,172.9,288,429,12.2,26.77,1
172,32497.9,7140.7,101.4,108,484,12.2,26.31,1
3796,32501.9,7128.6,152.9,405,442,12.2,21.20,2
37922,32514.7,7106.3,144.2,596,433,12.2,13.29,2
43432,32520.8,7111.3,122.5,471,432,12.2,12.30,2
33529,32520.5,7136.6,124.5,120,448,12.2,33.41,1
4016,32520.5,7120.3,181.9,244,431,12.2,34.40,1
9176,32440.6,7153.7,133.1,179,425,12.2,25.66,1
22297,32409.9,7191.9,158.5,199,431,12.2,32.16,1
48700,32414.5,7188.6,117.8,100,469,12.2,36.50,1
37009,32415.0,7183.2,167.3,183,415,12.2,37.92,1
29179,32448.5,7157.4,141.3,660,433,12.2,13.76,3
29184,32438.7,7171.8,127.8,684,438,12.2,11.19,3
10121,32444.9,7204.0,144.0,194,420,12.2,27.27,1
43390,32420.8,7217.5,165.6,189,423,12.2,36.38,1
9163,32411.3,7231.2,103.3,104,428,12.2,26.60,1
37022,32417.2,7242.3,133.0,198,417,12.2,23.13,1
22301,32432.5,7207.4,105.9,141,438,12.2,21.35,1
48705,32445.1,7213.8,178.3,250,427,12.2,32.25,1
28049,32446.7,7215.5,108.7,135,424,12.2,23.03,1
37051,32439.9,7248.1,165.7,181,435,12.2,38.35,1
41141,32440.4,7222.2,106.0,141,425,12.2,21.25,1
28058,32444.6,7217.8,129.9,105,431,12.2,40.58,1
43370,32442.4,7221.1,109.1,306,441,12.2,17.54,3
35206,32449.9,7246.5,140.4,462,438,12.2,19.01,3
43379,32463.7,7183.7,136.3,122,417,12.2,38.04,1
28031,32470.1,7156.1,105.6,207,425,12.2,19.68,2
43366,32471.4,7167.1,148.0,198,415,12.2,28.11,1
135,32469.3,7178.6,162.8,172,472,12.2,40.50,1
28052,32452.8,7187.4,131.0,148,434,12.2,29.87,1
4011,32471.9,7163.5,149.4,484,442,12.2,17.22,2
48734,32458.7,7196.3,113.6,203,477,12.2,18.10,1
41640,32451.8,7200.4,120.0,177,427,12.2,21.57,1
33814,32457.8,7204.3,124.3,139,445,12.2,29.15,1
35190,32454.7,7208.8,147.7,274,440,12.2,21.28,1
36656,32453.8,7234.3,145.0,299,428,12.2,25.19,2
37044,32460.2,7210.0,166.1,221,424,12.2,31.61,1
152,32461.1,7216.7,189.2,267,457,12.2,34.86,1
4118,32462.7,7196.7,137.9,160,447,12.2,30.98,1
1625,32471.6,7227.3,129.2,467,457,12.2,16.44,3
1618,32468.1,7231.3,123.2,981,455,12.2,9.43,5
37013,32468.7,7247.9,109.6,110,427,12.2,28.19,1
34867,32472.2,7214.8,101.6,104,436,12.2,26.03,1
33821,32472.4,7214.0,147.3,339,441,12.2,17.50,1
33817,32472.3,7232.1,138.1,849,440,12.2,10.60,3
120,32465.3,7251.8,118.1,294,494,12.2,14.14,1
8551,32473.3,7198.0,162.4,382,422,12.2,18.38,1
37017,32474.7,7173.2,116.5,125,424,12.2,27.83,1
44,32475.0,7171.0,137.0,152,497,12.2,33.61,1
43395,32484.2,7176.0,126.7,175,446,12.2,24.45,1
48720,32473.3,7182.2,114.5,124,423,12.2,27.25,1
49,32482.2,7183.9,153.6,517,485,12.2,17.72,2
28039,32484.6,7197.5,130.6,140,440,12.2,31.56,1
69,32503.6,7178.4,107.0,189,496,12.2,17.62,1
141,32499.5,7194.0,111.9,134,487,12.2,25.75,1
110,32510.8,7202.9,129.0,235,473,12.2,19.76,1
29357,32506.0,7208.7,118.4,111,432,12.2,32.40,1
22317,32475.7,7216.1,155.3,147,444,12.2,41.79,1
37057,32481.5,7208.8,116.5,117,415,12.2,29.39,1
124,32501.4,7210.0,131.7,442,466,12.2,15.24,2
200,32481.5,7213.3,119.6,353,481,12.2,15.92,2
128,32499.6,7216.2,140.7,322,482,12.2,17.49,1
33986,32512.9,7177.8,114.6,159,442,12.2,22.12,1
100,32519.9,7177.7,132.5,180,504,12.2,27.20,1
205,32517.4,7211.8,126.1,494,492,12.2,13.04,2
27,32505.4,7217.2,135.6,1601,499,12.2,7.48,5
66,32494.9,7217.9,108.8,120,503,12.2,27.43,1
1633,32483.8,7225.3,147.7,579,443,12.2,16.98,3
35193,32480.2,7225.5,133.0,476,439,12.2,16.71,3
43398,32475.0,7235.5,129.7,123,437,12.2,35.10,1
4665,32482.5,7232.1,124.4,474,461,12.2,12.88,2
4668,32489.0,7252.8,167.1,276,439,12.2,26.37,1
1615,32492.7,7247.3,155.3,449,450,12.2,19.99,2
91,32494.0,7231.5,129.6,321,484,12.2,15.26,1
34,32498.1,7238.9,129.0,394,511,12.2,16.90,2
239,32494.4,7252.8,141.7,285,479,12.2,19.70,1
4670,32500.2,7239.0,157.4,689,430,12.2,13.60,2
14,32501.5,7217.3,132.6,355,496,12.2,19.31,2
5421,32504.4,7217.3,147.5,1665,437,12.2,6.61,3
35199,32503.5,7218.4,123.3,175,449,12.2,23.27,1
8565,32506.8,7219.5,146.5,536,438,12.2,11.65,1
8572,32511.0,7220.4,138.9,1266,442,12.2,7.57,3
108,32508.0,7226.2,108.5,138,494,12.2,23.93,1
8576,32502.2,7247.4,140.4,680,443,12.2,11.38,2
218,32505.4,7234.5,142.1,1394,485,12.2,8.33,4
40,32506.7,7244.0,146.5,605,488,12.2,16.74,3
4647,32506.6,7248.2,157.0,1590,459,12.2,7.76,3
95,32510.3,7237.9,145.0,755,490,12.2,11.42,2
159,32512.1,7234.3,128.1,256,477,12.2,24.18,2
81,32512.1,7238.9,137.1,716,496,12.2,12.78,3
130,32514.7,7221.5,165.7,705,456,12.2,14.95,2
8553,32513.6,7231.7,143.5,794,445,12.2,10.34,2
86,32515.1,7222.8,131.6,1097,494,12.2,8.13,3
4644,32511.6,7247.1,152.3,786,451,12.2,11.63,2
37765,32513.9,7252.7,158.6,323,442,12.2,20.85,1
8561,32516.1,7231.3,135.1,739,451,12.2,9.98,2
165,32521.8,7243.1,114.8,239,485,12.2,16.02,1
1637,32521.9,7215.6,171.0,200,441,12.2,37.33,1
28294,32770.2,7103.7,133.1,683,440,12.2,12.07,3
19049,32763.8,7104.9,130.7,148,426,12.2,29.48,1
28329,32784.0,7102.7,115.1,188,435,12.2,19.10,1
44091,32544.9,7105.1,131.2,208,434,12.2,21.92,1
20299,32632.0,7109.1,148.5,144,428,12.2,38.42,1
28319,32757.3,7110.1,157.7,828,431,12.2,11.60,2
3806,32775.9,7110.5,155.3,303,439,12.2,21.27,1
28292,32806.9,7109.2,116.3,268,436,12.2,14.29,1
21429,32820.2,7103.8,146.5,138,428,12.2,38.99,1
3801,32581.4,7111.9,141.4,292,449,12.2,18.77,1
29231,32523.5,7160.2,117.2,129,427,12.2,27.58,1
48707,32526.3,7203.8,130.8,157,449,12.2,28.70,1
174,32526.8,7199.6,170.9,264,450,12.2,28.96,1
9158,32527.2,7187.8,134.1,119,443,12.2,38.49,1
114,32527.8,7219.8,134.6,292,472,12.2,17.51,1
118,32523.7,7226.7,130.4,174,506,12.2,27.24,1
37925,32530.6,7115.4,146.8,243,442,12.2,23.52,1
8579,32531.8,7188.2,122.0,329,427,12.2,16.75,2
195,32533.1,7213.7,148.0,621,466,12.2,13.80,2
212,32536.2,7215.4,131.7,666,471,12.2,12.43,3
25834,32542.2,7117.0,132.4,154,431,12.2,29.22,1
43429,32541.7,7118.2,141.8,491,423,12.2,15.21,2
36628,32541.5,7213.7,156.5,166,443,12.2,37.68,1
26495,32537.0,7236.9,146.8,216,437,12.2,26.09,1
8567,32523.5,7240.4,143.0,1148,443,12.2,8.65,3
62,32531.6,7244.1,151.7,661,488,12.2,16.43,3
148,32542.0,7243.0,160.1,272,467,12.2,25.43,1
42813,32542.5,7216.8,113.0,161,437,12.2,21.30,1
37933,32544.8,7122.6,132.1,402,433,12.2,16.19,2
8417,32627.9,7123.5,117.4,116,437,12.2,30.89,1
3803,32631.4,7122.6,158.2,369,451,12.2,18.55,1
19030,32769.2,7118.2,123.7,132,449,12.2,30.37,1
32642,32756.6,7119.7,143.8,377,434,12.2,20.09,2
14458,32743.4,7125.3,118.7,135,449,12.2,27.66,1
28337,32791.1,7129.4,138.3,1127,437,12.2,8.27,3
28285,32804.5,7130.4,145.1,1482,430,12.2,8.51,5
25543,32813.4,7132.4,129.2,158,447,12.2,27.83,1
28332,32789.6,7133.0,123.6,1052,439,12.2,8.07,4
46221,32547.8,7134.6,143.7,139,423,12.2,37.14,1
203,32547.5,7177.3,128.4,153,472,12.2,29.02,1
25585,32743.4,7162.5,152.8,331,429,12.2,18.86,1
28300,32815.8,7134.7,137.1,565,439,12.2,12.82,2
25576,32766.2,7180.4,147.2,258,439,12.2,22.32,1
16047,32770.5,7175.8,140.1,255,427,12.2,27.31,2
35233,32787.3,7140.7,137.8,148,426,12.2,32.54,1
28313,32797.2,7146.2,135.3,535,443,12.2,13.20,2
39763,32815.2,7142.3,130.7,111,428,12.2,38.73,1
35227,32820.9,7146.6,133.7,119,429,12.2,37.89,1
28304,32790.6,7150.9,145.4,600,438,12.2,10.49,1
28283,32798.7,7154.2,116.5,105,426,12.2,32.98,1
28298,32771.8,7163.9,115.3,315,460,12.2,12.49,1
25573,32800.3,7177.7,150.8,316,441,12.2,19.41,1
25567,32800.4,7170.9,130.5,158,451,12.2,28.49,1
28307,32817.4,7153.4,148.3,511,429,12.2,15.98,2
19033,32827.5,7148.1,114.5,145,450,12.2,24.29,1
37167,32819.3,7178.0,127.7,159,454,12.2,27.19,1
17081,32550.3,7184.6,123.0,137,448,12.2,28.96,1
187,32543.1,7207.7,144.1,130,481,12.2,42.14,1
216,32546.6,7240.5,122.1,265,472,12.2,16.13,1
36601,32547.6,7246.1,109.3,111,435,12.2,28.05,1
8556,32547.5,7252.9,135.6,236,434,12.2,20.81,1
57,32554.8,7208.9,172.5,1039,484,12.2,13.68,3
37,32561.4,7194.9,162.9,420,501,12.2,24.38,2
52,32567.3,7204.2,172.9,696,477,12.2,16.62,2
55,32583.0,7186.4,155.1,304,497,12.2,22.25,1
46205,32568.6,7198.7,136.9,787,442,12.2,12.56,4
44007,32593.0,7195.3,161.1,460,455,12.2,20.98,2
46627,32669.3,7192.2,122.5,117,432,12.2,32.86,1
25582,32761.0,7201.8,133.1,212,445,12.2,22.37,1
25541,32758.4,7204.3,181.9,248,433,12.2,33.96,1
43998,32586.7,7212.3,142.4,1219,444,12.2,9.10,4
36608,32560.8,7213.1,137.0,245,439,12.2,27.57,2
13971,32646.8,7212.4,135.1,386,461,12.2,13.70,1
39543,32766.1,7200.3,134.5,387,455,12.2,17.67,2
25560,32780.6,7201.9,149.4,885,444,12.2,13.26,4
47143,32556.8,7213.9,155.0,147,423,12.2,40.72,1
232,32560.3,7232.3,131.0,582,475,12.2,11.89,2
36613,32575.8,7222.3,156.7,148,425,12.2,41.49,1
42818,32582.1,7241.0,135.0,535,428,12.2,12.98,2
18135,32604.9,7243.7,142.3,151,440,12.2,34.34,1
26497,32565.9,7249.3,132.4,143,438,12.2,31.61,1
47156,32607.1,7252.0,149.1,492,428,12.2,16.68,2
38736,32787.5,7221.0,138.9,532,431,12.2,13.73,2
25558,32706.0,7227.9,123.3,187,446,12.2,21.90,1
21447,32749.1,7233.4,163.7,193,418,12.2,34.64,1
38742,32761.1,7245.9,166.5,868,444,12.2,12.38,2
38747,32813.5,7249.3,133.4,492,440,12.2,13.83,2
38750,32774.8,7249.7,166.7,451,418,12.2,16.56,1
35236,32836.5,7235.8,133.8,171,424,12.2,26.91,1
38752,32746.6,7253.3,147.8,556,458,12.2,15.10,2
22306,32416.7,7259.5,166.3,256,424,12.2,27.67,1
33992,32416.2,7262.9,163.0,171,411,12.2,38.36,1
8592,32427.2,7258.7,106.5,135,427,12.2,22.28,1
41633,32417.4,7276.8,157.0,197,426,12.2,31.77,1
46862,32617.6,7253.6,170.6,234,402,12.2,30.78,1
8559,32498.1,7254.2,157.4,410,449,12.2,16.75,1
37041,32537.6,7257.8,121.1,104,446,12.2,36.36,1
42809,32546.5,7254.2,128.7,645,436,12.2,10.21,2
182,32479.9,7258.0,118.6,218,479,12.2,24.48,2
13977,32672.9,7254.3,147.2,2154,484,12.2,5.50,3
38739,32752.2,7259.2,169.2,501,449,12.2,15.91,1
37763,32513.2,7259.3,147.1,280,432,12.2,20.55,1
23560,32446.2,7259.7,115.3,135,455,12.2,26.36,1
38756,32787.0,7260.1,156.9,307,433,12.2,21.30,1
36623,32536.4,7261.9,123.3,120,443,12.2,32.79,1
36972,32450.0,7262.4,114.1,105,457,12.2,32.54,1
37767,32443.1,7268.6,131.6,341,440,12.2,14.35,1
1613,32451.6,7265.5,124.4,136,448,12.2,29.75,1
38286,32498.7,7280.8,140.7,137,442,12.2,37.12,1
48737,32499.1,7262.7,107.2,121,456,12.2,25.48,1
17,32517.3,7264.4,146.8,289,491,12.2,20.94,1
36632,32539.3,7274.5,174.6,275,418,12.2,28.09,1
42799,32561.5,7271.4,138.4,465,446,12.2,12.05,1
42816,32574.1,7273.6,118.0,135,433,12.2,26.90,1
44011,32583.5,7282.2,145.6,547,470,12.2,11.62,1
43989,32587.3,7272.4,153.2,404,431,12.2,21.07,2
46185,32628.5,7269.9,121.2,285,454,12.2,19.37,2
16852,32646.2,7263.4,116.6,116,452,12.2,30.89,1
46637,32701.7,7263.5,139.9,173,426,12.2,29.02,1
46189,32631.4,7270.4,173.0,220,430,12.2,34.49,1
35221,32676.3,7271.7,137.4,154,437,12.2,31.59,1
168,32658.9,7272.9,189.4,226,457,12.2,40.91,1
46204,32629.6,7278.2,163.2,229,421,12.2,29.48,1
4940,32634.2,7279.7,146.2,776,451,12.2,10.95,2
38730,32760.7,7283.3,131.4,387,445,12.2,16.80,2
4937,32621.8,7287.3,140.3,290,444,12.2,18.51,1
3747,32593.1,7294.2,125.2,179,440,12.2,23.29,1
44003,32602.2,7292.9,133.8,212,457,12.2,22.86,1
4932,32624.0,7287.6,140.3,849,471,12.2,9.60,2
46195,32573.8,7294.2,102.8,107,448,12.2,26.20,1
37047,32397.0,7297.6,121.3,108,436,12.2,34.91,1
18139,32548.6,7331.9,132.1,125,429,12.2,35.28,1
43993,32589.6,7295.9,139.3,159,469,12.2,32.40,1
4924,32591.5,7305.7,163.4,428,424,12.2,22.35,2
237,32436.3,7344.8,143.4,176,484,12.2,31.57,1
4943,32623.3,7314.2,142.0,1154,442,12.2,9.49,4
2992,32635.3,7326.7,169.6,262,454,12.2,28.93,1
4952,32638.1,7295.2,159.4,801,443,12.2,12.30,2
4950,32649.0,7303.0,105.9,122,487,12.2,25.47,1
4113,32658.3,7295.9,136.6,532,446,12.2,13.53,2
9847,32673.5,7341.1,103.6,109,425,12.2,25.68,1
8822,32469.2,7347.5,163.2,211,424,12.2,32.01,1
4928,32589.4,7369.9,158.5,160,443,12.2,40.01,1
1415,32786.5,7374.7,150.0,143,415,12.2,39.03,1
27573,32750.8,7399.4,153.0,509,435,12.2,17.07,2
