"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
46877,26633.9,21124.0,128.8,100,584,12.2,47.72,1
40414,26637.6,21124.6,109.3,197,595,12.2,18.95,1
4021,26644.4,21108.4,146.7,682,636,12.2,14.17,2
1557,26643.7,21110.1,141.0,252,684,12.2,25.37,1
47204,26649.9,21106.5,122.5,336,613,12.2,14.56,1
23724,26639.1,21119.7,116.0,331,612,12.2,13.40,1
40340,26613.9,21131.3,133.3,2347,624,12.2,5.22,4
31015,26623.8,21148.6,138.6,247,632,12.2,24.20,1
891,26612.3,21149.2,144.0,315,682,12.2,21.44,1
16409,26631.7,21135.9,147.6,265,642,12.2,25.66,1
38309,26636.6,21137.7,117.8,722,606,12.2,8.98,2
13654,26643.3,21149.1,156.8,296,621,12.2,25.51,1
38639,26652.1,21138.5,100.2,121,566,12.2,24.67,1
24986,26703.0,20943.2,138.4,119,595,12.2,46.70,1
33719,26704.0,20969.4,137.9,116,553,12.2,46.12,1
34656,26684.9,20978.7,114.8,102,580,12.2,37.70,1
26454,26713.1,21109.7,150.0,151,647,12.2,45.29,1
38801,26723.4,21040.1,119.5,113,579,12.2,36.77,1
35568,26717.2,21108.7,109.5,117,632,12.2,31.36,1
28778,26703.5,21137.9,150.1,144,635,12.2,47.01,1
28885,26699.0,21138.6,150.1,140,617,12.2,47.68,1
41319,26593.7,21256.8,140.3,291,632,12.2,21.31,1
42219,26600.1,21260.5,150.1,150,618,12.2,44.68,1
1862,26584.9,21267.1,146.3,905,649,12.2,11.00,2
45956,26585.9,21279.1,150.1,140,637,12.2,48.24,1
47800,26590.3,21279.8,150.1,142,637,12.2,47.80,1
46463,26599.4,21278.1,150.1,137,640,12.2,49.37,1
46585,26600.3,21278.2,150.0,136,543,12.2,45.97,1
40346,26611.6,21163.4,109.3,322,640,12.2,12.61,1
32976,26674.8,21166.0,150.1,156,616,12.2,43.02,1
38307,26629.8,21168.0,126.6,227,640,12.2,22.31,1
34716,26666.3,21199.7,150.1,157,599,12.2,42.02,1
45272,26692.7,21186.3,112.9,113,583,12.2,33.31,1
35507,26656.4,21203.8,150.1,157,600,12.2,42.10,1
49542,26604.6,21219.9,100.8,232,636,12.2,14.60,1
40547,26607.3,21254.5,150.2,142,613,12.2,46.93,1
40555,26610.9,21254.0,150.1,135,590,12.2,48.20,1
38809,26627.2,21236.7,150.0,136,621,12.2,49.09,1
38219,26628.2,21239.6,150.0,165,587,12.2,39.84,1
35713,26717.4,21236.0,138.1,124,667,12.2,47.37,1
45728,26586.6,21280.4,150.0,144,615,12.2,46.12,1
21438,26175.7,21422.1,152.8,161,572,12.2,41.75,1
8890,26241.8,21289.7,129.0,114,559,12.2,41.50,1
2668,26318.6,21301.1,155.7,645,612,12.2,16.36,2
48645,26221.4,21311.4,143.3,128,601,12.2,46.89,1
13887,26235.5,21319.9,129.5,140,632,12.2,36.42,1
20631,26359.3,21341.8,115.4,150,634,12.2,27.46,1
19964,26409.5,21306.1,137.9,1053,652,12.2,8.71,2
25223,26396.6,21331.8,128.4,415,630,12.2,13.25,1
9460,26396.0,21332.7,117.8,186,605,12.2,22.95,1
25225,26411.4,21336.3,140.6,2346,630,12.2,5.73,4
15806,26413.4,21315.2,131.6,341,638,12.2,16.53,1
21708,26424.8,21333.1,134.9,552,645,12.2,11.34,1
40836,26418.7,21336.6,146.4,479,638,12.2,14.72,1
19266,26424.5,21347.4,166.3,613,630,12.2,14.73,1
11847,26427.6,21359.4,124.8,105,580,12.2,42.82,1
46665,26180.1,21393.0,144.5,134,611,12.2,46.10,1
36226,26177.2,21422.7,124.8,112,580,12.2,40.33,1
39998,26181.3,21416.7,101.5,122,601,12.2,25.76,1
42382,26181.7,21428.4,139.4,139,572,12.2,40.27,1
34532,26185.4,21398.1,131.8,107,573,12.2,46.40,1
34273,26191.8,21416.8,133.7,125,573,12.2,41.11,1
25990,26222.2,21419.7,119.7,100,618,12.2,42.67,1
28460,26223.5,21405.8,134.1,119,571,12.2,43.24,1
49865,26234.3,21416.5,159.6,165,595,12.2,45.08,1
19262,26412.0,21363.3,144.6,420,622,12.2,16.03,1
21717,26403.4,21371.0,128.0,320,623,12.2,16.51,1
12621,26357.8,21390.2,137.2,121,577,12.2,44.70,1
16725,26429.3,21304.4,139.4,1064,650,12.2,10.27,3
36927,26456.2,21281.3,161.4,495,609,12.2,16.65,1
32958,26454.3,21281.7,137.8,309,655,12.2,19.78,1
16193,26478.6,21299.6,142.2,329,650,12.2,19.76,1
22085,26492.9,21298.7,131.0,473,633,12.2,12.24,1
48248,26590.7,21282.5,150.1,183,620,12.2,36.90,1
19451,26549.7,21292.4,131.4,1038,656,12.2,8.14,2
40856,26499.0,21294.7,189.6,675,613,12.2,16.86,1
8757,26543.0,21301.4,177.3,321,575,12.2,28.74,1
13468,26558.4,21292.0,121.7,455,706,12.2,11.64,1
6069,26564.8,21287.7,171.7,1082,592,12.2,12.02,2
11786,26727.4,21296.5,129.7,531,601,12.2,13.92,2
612,26465.3,21301.6,137.0,673,731,12.2,10.27,1
36923,26435.7,21318.2,137.2,364,631,12.2,16.71,1
41117,26445.8,21309.6,138.7,336,601,12.2,17.91,1
32954,26448.2,21302.6,150.2,553,613,12.2,17.66,2
610,26460.7,21305.4,139.1,817,722,12.2,8.92,1
36925,26454.5,21311.1,146.2,509,633,12.2,13.86,1
13823,26551.1,21305.6,122.6,749,677,12.2,9.71,2
2653,26555.3,21303.6,144.2,1302,631,12.2,7.73,2
2657,26565.5,21310.1,141.5,4218,654,12.2,3.86,5
18411,26556.1,21310.6,135.2,438,686,12.2,14.25,1
35586,26530.7,21311.2,133.5,3437,656,12.2,4.17,5
27922,26447.0,21318.3,133.2,257,632,12.2,21.76,1
13613,26463.0,21315.3,145.0,1485,665,12.2,8.25,3
16949,26463.8,21319.6,148.2,1435,651,12.2,9.83,4
23243,26466.1,21315.9,124.8,335,637,12.2,15.27,1
1501,26553.4,21317.7,137.7,486,656,12.2,13.20,1
20622,26501.1,21319.7,119.6,1098,662,12.2,7.69,3
2649,26564.5,21322.0,144.7,1507,649,12.2,8.03,3
21710,26430.2,21327.3,139.8,3336,656,12.2,4.28,4
25874,26432.7,21322.5,143.3,938,633,12.2,11.97,3
31657,26434.8,21328.6,129.9,685,634,12.2,8.85,1
21715,26436.3,21370.2,161.6,413,615,12.2,19.74,1
13470,26555.6,21333.9,139.6,694,698,12.2,13.24,2
31661,26442.7,21334.8,142.0,339,606,12.2,18.62,1
15068,26446.5,21356.6,132.4,619,660,12.2,13.05,2
2141,26472.3,21359.0,149.0,563,643,12.2,13.19,1
23829,26510.5,21343.3,124.0,158,631,12.2,29.95,1
19692,26558.4,21356.7,172.1,333,642,12.2,27.60,1
1868,26546.2,21360.7,128.0,148,668,12.2,34.52,1
15065,26496.0,21411.0,145.7,140,675,12.2,46.92,1
1978,26579.3,21322.5,158.6,284,679,12.2,28.22,1
4757,26698.1,21316.0,131.7,108,639,12.2,48.40,1
