"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
1935,37739.1,18771.8,167.6,235,472,12.2,31.81,1
26018,37743.6,18776.9,147.1,171,466,12.2,33.37,1
4947,37748.3,18751.7,156.2,789,476,12.2,12.36,2
33909,37757.7,18754.1,158.8,390,460,12.2,23.95,2
4960,37759.2,18746.0,150.1,441,503,12.2,15.10,1
4950,37743.7,18754.3,151.7,1419,486,12.2,9.21,4
1747,37748.4,18767.4,149.7,380,484,12.2,16.86,1
26629,37748.8,18762.4,136.2,133,465,12.2,36.75,1
47791,37754.0,18782.9,106.8,130,457,12.2,23.84,1
4955,37764.2,18756.6,186.7,582,483,12.2,17.05,1
42686,37775.4,18745.3,173.7,289,448,12.2,27.39,1
453,37722.3,18786.9,186.5,352,466,12.2,26.48,1
33946,37720.5,18792.0,144.0,248,470,12.2,22.88,1
33736,37723.5,18792.5,144.7,405,459,12.2,19.46,2
26744,37706.9,18793.2,182.3,570,457,12.2,21.67,2
26648,37708.2,18804.3,154.2,196,449,12.2,31.64,1
25867,37721.6,18808.9,176.9,300,465,12.2,27.83,1
26024,37723.1,18796.0,165.1,195,456,12.2,36.24,1
46791,37724.6,18803.5,175.1,454,461,12.2,24.94,2
33973,37726.3,18805.7,112.8,172,480,12.2,20.75,1
26677,37728.1,18788.6,171.3,189,466,12.2,40.48,1
29831,37764.0,18788.5,143.6,130,424,12.2,39.64,1
33816,37727.0,18794.4,129.9,216,462,12.2,21.38,1
33943,37753.4,18800.5,178.7,245,438,12.2,33.35,1
28498,37754.8,18806.6,145.6,619,457,12.2,15.76,3
4024,37777.7,18698.8,144.5,686,486,12.2,12.32,2
11622,37779.1,18681.6,112.0,123,451,12.2,27.08,1
20616,37777.7,18703.6,127.2,433,459,12.2,14.49,2
1757,37780.5,18726.4,140.8,352,490,12.2,16.31,1
1374,37782.8,18703.7,181.0,279,470,12.2,31.18,1
13574,37792.7,18699.0,122.7,156,482,12.2,26.36,1
11609,37797.3,18692.7,149.9,1149,471,12.2,10.76,4
6862,37799.9,18702.1,145.3,133,431,12.2,39.86,1
13571,37790.4,18713.7,138.8,330,466,12.2,16.51,1
44929,37804.1,18712.7,128.3,113,438,12.2,37.27,1
11620,37814.2,18708.9,144.7,230,446,12.2,24.14,1
1759,37806.9,18716.5,173.9,625,498,12.2,18.91,2
14027,37786.3,18722.1,171.0,549,464,12.2,20.06,2
20613,37786.9,18721.6,137.5,483,466,12.2,15.18,2
