"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
27979,22068.6,23406.1,164.0,662,666,12.2,13.70,1
27767,22069.8,23436.2,193.2,458,591,12.2,24.51,1
11624,22072.5,23373.6,145.3,129,503,12.2,44.03,1
14443,22093.9,23376.9,172.3,627,618,12.2,15.24,1
20814,22083.0,23389.6,166.7,527,591,12.2,16.50,1
47348,22088.2,23394.2,156.2,2125,674,12.2,7.68,4
41820,22091.0,23398.9,136.6,571,652,12.2,11.30,1
26521,22090.7,23414.2,161.2,6161,667,12.2,3.51,5
7705,22089.6,23464.0,126.3,100,541,12.2,44.49,1
42006,22094.4,23413.5,168.2,620,654,12.2,15.07,1
17047,22095.2,23359.7,158.0,1377,626,12.2,8.58,2
27984,22095.1,23401.8,116.6,409,624,12.2,14.80,2
17045,22100.5,23395.9,134.4,327,624,12.2,17.65,1
24639,22104.9,23393.3,181.1,1557,616,12.2,11.39,3
5934,22097.7,23410.5,137.4,355,606,12.2,16.85,1
33426,22104.6,23421.2,175.1,1025,628,12.2,13.39,2
4717,22104.7,23430.1,134.2,137,580,12.2,38.23,1
33424,22106.3,23390.0,186.9,520,605,12.2,20.71,1
17598,22108.6,23367.2,172.1,2289,616,12.2,7.37,3
20810,22110.1,23397.5,160.1,2544,638,12.2,5.28,2
6898,22112.8,23397.5,166.9,1041,575,12.2,11.69,2
24921,22115.9,23365.7,172.3,462,614,12.2,20.02,1
14109,22113.5,23391.3,154.2,558,657,12.2,14.22,1
49847,22118.7,23424.7,144.8,310,670,12.2,21.82,1
16456,22116.0,23455.8,139.9,127,568,12.2,44.17,1
26861,22140.0,23168.0,183.2,211,601,12.2,46.45,1
31306,22169.6,23168.4,120.4,199,619,12.2,22.72,1
24986,22215.9,23167.6,143.2,433,626,12.2,20.50,2
32849,22206.1,23169.5,118.9,368,606,12.2,12.70,1
9635,22223.7,23172.4,159.2,563,536,12.2,18.25,2
34961,22206.7,23183.2,135.3,336,618,12.2,17.33,1
6824,22222.2,23182.9,117.9,181,560,12.2,22.80,1
24983,22230.7,23177.0,146.4,697,651,12.2,10.70,1
13616,22240.5,23183.6,171.5,688,615,12.2,13.89,1
3241,22224.9,23186.9,150.8,1120,587,12.2,10.83,3
5813,22164.5,23200.1,145.3,529,596,12.2,12.97,1
28788,22193.2,23187.3,173.4,451,592,12.2,20.40,1
3952,22181.4,23201.0,121.9,493,577,12.2,10.17,1
17513,22158.3,23213.0,183.5,238,645,12.2,42.85,1
19947,22164.7,23215.1,120.0,272,655,12.2,17.34,1
5919,22203.6,23190.0,132.6,454,572,12.2,12.47,1
16475,22206.1,23199.7,173.8,464,622,12.2,20.35,1
23398,22207.2,23197.3,133.7,333,590,12.2,22.49,2
25008,22215.7,23203.1,145.6,193,605,12.2,32.77,1
37192,22218.2,23206.9,124.9,134,632,12.2,35.46,1
25895,22217.1,23227.7,166.6,314,598,12.2,26.55,1
15,22188.0,23243.6,141.5,264,633,12.2,23.69,1
642,22200.0,23237.0,113.4,146,583,12.2,26.35,1
21669,22230.6,23234.6,148.2,670,621,12.2,14.53,2
47464,22214.8,23264.8,169.1,307,655,12.2,29.01,1
1018,22219.5,23266.2,157.6,429,613,12.2,18.20,1
26177,22221.1,23235.2,140.8,335,637,12.2,18.92,1
25747,22224.1,23268.9,150.8,1841,639,12.2,6.25,2
192,22235.1,23195.8,116.2,102,620,12.2,39.87,1
37194,22232.0,23201.9,133.3,1029,635,12.2,9.68,3
39651,22233.7,23204.8,184.9,590,629,12.2,18.41,1
15903,22236.6,23261.5,195.2,504,599,12.2,22.99,1
18797,22243.4,23254.3,167.0,2190,617,12.2,8.90,5
40000,22244.9,23245.3,150.4,1951,667,12.2,6.01,2
3464,22250.8,23209.6,169.8,428,555,12.2,20.08,1
18246,22245.6,23229.1,134.3,229,616,12.2,24.28,1
29304,22251.4,23261.7,143.4,1523,638,12.2,7.78,3
34945,22233.2,23262.9,167.8,277,618,12.2,30.77,1
4862,22238.5,23265.2,169.2,639,564,12.2,14.03,1
46833,22246.4,23266.9,157.7,356,645,12.2,22.07,1
14899,22253.1,23257.2,114.4,351,649,12.2,12.71,1
42373,22256.0,23187.9,170.5,401,599,12.2,22.17,1
32713,22255.7,23198.8,168.9,269,617,12.2,31.94,1
42458,22257.1,23209.7,139.1,827,632,12.2,10.80,2
28537,22259.7,23215.4,153.5,463,649,12.2,16.59,1
4654,22258.1,23229.8,138.1,595,587,12.2,10.69,1
35577,22254.9,23263.6,187.4,434,625,12.2,24.91,1
2846,22260.2,23268.1,117.8,260,574,12.2,16.60,1
38479,22268.9,23234.7,120.2,106,604,12.2,40.37,1
18919,22265.7,23250.0,158.0,2095,628,12.2,8.44,5
4255,22209.6,23275.7,156.9,206,557,12.2,34.21,1
32999,22129.3,23350.7,159.4,248,601,12.2,30.60,1
14111,22129.5,23366.2,156.2,1812,640,12.2,7.77,3
29469,22136.4,23336.1,176.9,447,634,12.2,21.94,1
1636,22180.3,23331.1,157.7,2182,626,12.2,6.66,3
21098,22171.4,23354.8,181.7,240,624,12.2,41.21,1
7508,22178.4,23355.8,178.0,954,563,12.2,14.08,2
16538,22174.9,23375.1,144.3,391,598,12.2,16.74,1
11619,22131.4,23385.1,177.7,875,538,12.2,14.89,2
21721,22130.1,23397.6,145.3,1311,632,12.2,7.79,2
6445,22128.9,23403.4,153.9,486,559,12.2,15.06,1
49849,22147.3,23384.3,144.5,325,662,12.2,20.67,1
32708,22152.6,23395.0,155.3,1178,644,12.2,9.65,2
27924,22161.0,23375.6,152.6,615,622,12.2,16.60,2
44865,22167.8,23399.1,174.5,1088,658,12.2,12.85,2
44872,22174.5,23407.8,155.6,382,622,12.2,19.91,1
7515,22182.7,23341.1,163.3,985,573,12.2,11.79,2
4357,22186.3,23328.6,100.3,103,560,12.2,28.52,1
34526,22187.6,23430.3,120.1,124,582,12.2,34.05,1
8836,22187.8,23283.8,168.5,881,574,12.2,13.81,2
16536,22194.6,23366.7,160.3,189,614,12.2,40.46,1
1634,22194.2,23404.5,114.7,142,577,12.2,27.50,1
7513,22197.1,23386.5,160.8,500,577,12.2,16.06,1
3003,22206.8,23372.7,145.4,563,621,12.2,12.49,1
3005,22194.5,23401.1,151.2,969,598,12.2,10.62,2
10481,22256.6,23277.0,139.3,324,580,12.2,18.40,1
11828,22234.8,23281.0,142.1,567,596,12.2,11.76,1
11831,22216.8,23325.3,152.5,312,550,12.2,21.97,1
15754,22214.5,23334.4,164.1,530,625,12.2,16.31,1
18830,22218.0,23335.6,173.8,896,617,12.2,14.83,2
19480,22213.3,23361.2,179.9,275,646,12.2,36.06,1
31472,22218.2,23300.0,155.5,2204,648,12.2,6.53,3
1970,22221.6,23288.7,140.7,805,588,12.2,12.93,3
17329,22239.7,23282.6,149.1,476,634,12.2,15.25,1
18743,22226.3,23286.5,152.7,238,636,12.2,30.14,1
6887,22244.2,23351.7,195.4,335,562,12.2,32.78,1
36697,22244.5,23305.4,152.1,875,641,12.2,12.09,2
400,22246.2,23287.1,154.5,1794,641,12.2,7.69,3
31628,22244.7,23306.3,159.5,797,627,12.2,10.88,1
35968,22258.5,23321.7,130.3,325,636,12.2,16.89,1
1016,22266.2,23304.0,179.7,461,587,12.2,21.24,1
19872,22273.9,23139.7,170.2,268,627,12.2,32.82,1
43442,22272.2,23240.0,138.3,393,640,12.2,21.23,2
17826,22271.9,23252.2,145.1,1140,658,12.2,8.89,2
37198,22276.1,23194.4,179.0,1038,615,12.2,13.66,2
18917,22276.2,23244.6,112.1,310,642,12.2,13.62,1
18671,22277.6,23262.4,157.4,1157,640,12.2,10.01,2
4572,22274.2,23301.6,154.5,582,598,12.2,13.29,1
18668,22280.4,23237.2,153.3,350,606,12.2,20.78,1
13841,22282.9,23221.5,155.7,1104,655,12.2,10.32,2
39648,22286.5,23242.5,164.7,562,620,12.2,15.53,1
17314,22296.6,23140.6,164.0,295,594,12.2,27.27,1
42960,22297.0,23230.6,143.5,265,613,12.2,23.93,1
42683,22301.7,23062.1,112.1,113,611,12.2,33.45,1
13451,22306.8,23338.1,104.4,105,615,12.2,31.36,1
13646,22307.8,23169.4,156.4,433,643,12.2,24.47,2
17332,22301.8,23354.2,109.8,167,609,12.2,22.43,1
40960,22310.0,23354.2,112.6,121,597,12.2,31.42,1
8908,22327.3,23349.9,175.9,322,558,12.2,27.86,1
14845,22330.5,23221.9,163.3,174,617,12.2,45.47,1
47516,22340.5,23198.1,133.2,170,638,12.2,32.12,1
4486,22348.3,23349.3,142.3,949,561,12.2,9.51,2
24215,22354.1,23033.4,139.1,121,593,12.2,46.69,1
39805,22370.9,23072.0,174.6,293,607,12.2,31.21,1
28056,22392.0,23189.8,111.2,108,568,12.2,33.24,1
2497,22381.6,23234.5,129.3,151,546,12.2,31.59,1
4537,22391.8,23275.3,129.1,116,558,12.2,41.02,1
32778,22346.4,23362.4,127.3,932,601,12.2,8.20,2
36516,22375.7,23432.4,147.4,464,617,12.2,15.12,1
