1,63.805,22.351,0.98924,1
2,55.232,18.145,0.98769,1
3,51.398,24.988,0.98212,1
4,55.805,22.589,0.9557,0
5,50.079,25.316,0.99097,1
6,54.045,28.514,0.96187,0
7,54.109,29.657,0.89841,0
8,65.099,31.129,0.95888,0
9,56.614,29.908,0.98699,1
10,50.546,24.104,0.94926,0
11,49.407,30.066,0.94786,0
12,63.635,24.424,0.98587,1
13,69.135,23.713,0.98085,1
14,45.918,27.73,0.92601,0
15,67.178,25.771,0.98272,1
16,59.785,25.504,0.99406,0
